areaCode,areaName,areaType,date,newPeopleVaccinatedFirstDoseByVaccinationDate
E10000024,Nottinghamshire,utla,2021-10-23,304
S12000028,South Ayrshire,utla,2021-10-23,47
S12000039,West Dunbartonshire,utla,2021-10-23,47
S12000050,North Lanarkshire,utla,2021-10-23,78
E06000023,"Bristol, City of",utla,2021-10-22,196
E08000007,Stockport,utla,2021-10-22,72
E08000009,Trafford,utla,2021-10-22,177
E08000023,South Tyneside,utla,2021-10-22,24
E08000037,Gateshead,utla,2021-10-22,182
E09000003,Barnet,utla,2021-10-22,265
E09000024,Merton,utla,2021-10-22,299
E10000015,Hertfordshire,utla,2021-10-22,283
E10000024,Nottinghamshire,utla,2021-10-22,168
S12000028,South Ayrshire,utla,2021-10-22,6
S12000039,West Dunbartonshire,utla,2021-10-22,31
S12000050,North Lanarkshire,utla,2021-10-22,26
E06000023,"Bristol, City of",utla,2021-10-21,148
E08000007,Stockport,utla,2021-10-21,141
E08000009,Trafford,utla,2021-10-21,198
E08000023,South Tyneside,utla,2021-10-21,22
E08000037,Gateshead,utla,2021-10-21,324
E09000003,Barnet,utla,2021-10-21,324
E09000024,Merton,utla,2021-10-21,63
E10000015,Hertfordshire,utla,2021-10-21,1139
E10000024,Nottinghamshire,utla,2021-10-21,123
S12000028,South Ayrshire,utla,2021-10-21,30
S12000039,West Dunbartonshire,utla,2021-10-21,26
S12000050,North Lanarkshire,utla,2021-10-21,25
E06000023,"Bristol, City of",utla,2021-10-20,278
E08000007,Stockport,utla,2021-10-20,128
E08000009,Trafford,utla,2021-10-20,96
E08000023,South Tyneside,utla,2021-10-20,104
E08000037,Gateshead,utla,2021-10-20,346
E09000003,Barnet,utla,2021-10-20,425
E09000024,Merton,utla,2021-10-20,605
E10000015,Hertfordshire,utla,2021-10-20,1108
E10000024,Nottinghamshire,utla,2021-10-20,221
S12000028,South Ayrshire,utla,2021-10-20,22
S12000039,West Dunbartonshire,utla,2021-10-20,44
S12000050,North Lanarkshire,utla,2021-10-20,23
E06000023,"Bristol, City of",utla,2021-10-19,379
E08000007,Stockport,utla,2021-10-19,235
E08000009,Trafford,utla,2021-10-19,201
E08000023,South Tyneside,utla,2021-10-19,15
E08000037,Gateshead,utla,2021-10-19,36
E09000003,Barnet,utla,2021-10-19,431
E09000024,Merton,utla,2021-10-19,83
E10000015,Hertfordshire,utla,2021-10-19,1400
E10000024,Nottinghamshire,utla,2021-10-19,114
S12000028,South Ayrshire,utla,2021-10-19,32
S12000039,West Dunbartonshire,utla,2021-10-19,21
S12000050,North Lanarkshire,utla,2021-10-19,15
E06000023,"Bristol, City of",utla,2021-10-18,384
E08000007,Stockport,utla,2021-10-18,140
E08000009,Trafford,utla,2021-10-18,304
E08000023,South Tyneside,utla,2021-10-18,13
E08000037,Gateshead,utla,2021-10-18,375
E09000003,Barnet,utla,2021-10-18,733
E09000024,Merton,utla,2021-10-18,124
E10000015,Hertfordshire,utla,2021-10-18,817
E10000024,Nottinghamshire,utla,2021-10-18,155
S12000028,South Ayrshire,utla,2021-10-18,47
S12000039,West Dunbartonshire,utla,2021-10-18,2
S12000050,North Lanarkshire,utla,2021-10-18,6
E06000023,"Bristol, City of",utla,2021-10-17,79
E08000007,Stockport,utla,2021-10-17,46
E08000009,Trafford,utla,2021-10-17,9
E08000023,South Tyneside,utla,2021-10-17,13
E08000037,Gateshead,utla,2021-10-17,23
E09000003,Barnet,utla,2021-10-17,76
E09000024,Merton,utla,2021-10-17,74
E10000015,Hertfordshire,utla,2021-10-17,188
E10000024,Nottinghamshire,utla,2021-10-17,116
S12000028,South Ayrshire,utla,2021-10-17,50
S12000039,West Dunbartonshire,utla,2021-10-17,19
S12000050,North Lanarkshire,utla,2021-10-17,119
E06000023,"Bristol, City of",utla,2021-10-16,160
E08000007,Stockport,utla,2021-10-16,52
E08000009,Trafford,utla,2021-10-16,110
E08000023,South Tyneside,utla,2021-10-16,7
E08000037,Gateshead,utla,2021-10-16,53
E09000003,Barnet,utla,2021-10-16,119
E09000024,Merton,utla,2021-10-16,43
E10000015,Hertfordshire,utla,2021-10-16,378
E10000024,Nottinghamshire,utla,2021-10-16,191
S12000028,South Ayrshire,utla,2021-10-16,16
S12000039,West Dunbartonshire,utla,2021-10-16,173
S12000050,North Lanarkshire,utla,2021-10-16,49
E06000023,"Bristol, City of",utla,2021-10-15,333
E08000007,Stockport,utla,2021-10-15,367
E08000009,Trafford,utla,2021-10-15,271
E08000023,South Tyneside,utla,2021-10-15,21
E08000037,Gateshead,utla,2021-10-15,30
E09000003,Barnet,utla,2021-10-15,626
E09000024,Merton,utla,2021-10-15,238
E10000015,Hertfordshire,utla,2021-10-15,997
E10000024,Nottinghamshire,utla,2021-10-15,454
S12000028,South Ayrshire,utla,2021-10-15,10
S12000039,West Dunbartonshire,utla,2021-10-15,16
S12000050,North Lanarkshire,utla,2021-10-15,43
E06000023,"Bristol, City of",utla,2021-10-14,217
E08000007,Stockport,utla,2021-10-14,265
E08000009,Trafford,utla,2021-10-14,199
E08000023,South Tyneside,utla,2021-10-14,24
E08000037,Gateshead,utla,2021-10-14,44
E09000003,Barnet,utla,2021-10-14,379
E09000024,Merton,utla,2021-10-14,123
E10000015,Hertfordshire,utla,2021-10-14,1152
E10000024,Nottinghamshire,utla,2021-10-14,496
S12000028,South Ayrshire,utla,2021-10-14,104
S12000039,West Dunbartonshire,utla,2021-10-14,117
S12000050,North Lanarkshire,utla,2021-10-14,97
E06000023,"Bristol, City of",utla,2021-10-13,339
E08000007,Stockport,utla,2021-10-13,246
E08000009,Trafford,utla,2021-10-13,185
E08000023,South Tyneside,utla,2021-10-13,57
E08000037,Gateshead,utla,2021-10-13,54
E09000003,Barnet,utla,2021-10-13,828
E09000024,Merton,utla,2021-10-13,227
E10000015,Hertfordshire,utla,2021-10-13,751
E10000024,Nottinghamshire,utla,2021-10-13,669
S12000028,South Ayrshire,utla,2021-10-13,301
S12000039,West Dunbartonshire,utla,2021-10-13,117
S12000050,North Lanarkshire,utla,2021-10-13,48
E06000023,"Bristol, City of",utla,2021-10-12,416
E08000007,Stockport,utla,2021-10-12,205
E08000009,Trafford,utla,2021-10-12,179
E08000023,South Tyneside,utla,2021-10-12,19
E08000037,Gateshead,utla,2021-10-12,50
E09000003,Barnet,utla,2021-10-12,243
E09000024,Merton,utla,2021-10-12,275
E10000015,Hertfordshire,utla,2021-10-12,1285
E10000024,Nottinghamshire,utla,2021-10-12,715
S12000028,South Ayrshire,utla,2021-10-12,285
S12000039,West Dunbartonshire,utla,2021-10-12,20
S12000050,North Lanarkshire,utla,2021-10-12,49
E06000023,"Bristol, City of",utla,2021-10-11,381
E08000007,Stockport,utla,2021-10-11,101
E08000009,Trafford,utla,2021-10-11,182
E08000023,South Tyneside,utla,2021-10-11,9
E08000037,Gateshead,utla,2021-10-11,20
E09000003,Barnet,utla,2021-10-11,577
E09000024,Merton,utla,2021-10-11,222
E10000015,Hertfordshire,utla,2021-10-11,785
E10000024,Nottinghamshire,utla,2021-10-11,594
S12000028,South Ayrshire,utla,2021-10-11,212
S12000039,West Dunbartonshire,utla,2021-10-11,1
S12000050,North Lanarkshire,utla,2021-10-11,22
E06000023,"Bristol, City of",utla,2021-10-10,168
E08000007,Stockport,utla,2021-10-10,48
E08000009,Trafford,utla,2021-10-10,13
E08000023,South Tyneside,utla,2021-10-10,26
E08000037,Gateshead,utla,2021-10-10,13
E09000003,Barnet,utla,2021-10-10,75
E09000024,Merton,utla,2021-10-10,58
E10000015,Hertfordshire,utla,2021-10-10,234
E10000024,Nottinghamshire,utla,2021-10-10,123
S12000028,South Ayrshire,utla,2021-10-10,380
S12000039,West Dunbartonshire,utla,2021-10-10,9
S12000050,North Lanarkshire,utla,2021-10-10,172
E06000023,"Bristol, City of",utla,2021-10-09,163
E08000007,Stockport,utla,2021-10-09,51
E08000009,Trafford,utla,2021-10-09,95
E08000023,South Tyneside,utla,2021-10-09,18
E08000037,Gateshead,utla,2021-10-09,60
E09000003,Barnet,utla,2021-10-09,119
E09000024,Merton,utla,2021-10-09,93
E10000015,Hertfordshire,utla,2021-10-09,265
E10000024,Nottinghamshire,utla,2021-10-09,226
S12000028,South Ayrshire,utla,2021-10-09,449
S12000039,West Dunbartonshire,utla,2021-10-09,249
S12000050,North Lanarkshire,utla,2021-10-09,20
E06000023,"Bristol, City of",utla,2021-10-08,239
E08000007,Stockport,utla,2021-10-08,123
E08000009,Trafford,utla,2021-10-08,183
E08000023,South Tyneside,utla,2021-10-08,176
E08000037,Gateshead,utla,2021-10-08,24
E09000003,Barnet,utla,2021-10-08,423
E09000024,Merton,utla,2021-10-08,86
E10000015,Hertfordshire,utla,2021-10-08,978
E10000024,Nottinghamshire,utla,2021-10-08,791
S12000028,South Ayrshire,utla,2021-10-08,17
S12000039,West Dunbartonshire,utla,2021-10-08,157
S12000050,North Lanarkshire,utla,2021-10-08,48
E06000023,"Bristol, City of",utla,2021-10-07,196
E08000007,Stockport,utla,2021-10-07,325
E08000009,Trafford,utla,2021-10-07,124
E08000023,South Tyneside,utla,2021-10-07,45
E08000037,Gateshead,utla,2021-10-07,48
E09000003,Barnet,utla,2021-10-07,386
E09000024,Merton,utla,2021-10-07,65
E10000015,Hertfordshire,utla,2021-10-07,1171
E10000024,Nottinghamshire,utla,2021-10-07,707
S12000028,South Ayrshire,utla,2021-10-07,6
S12000039,West Dunbartonshire,utla,2021-10-07,71
S12000050,North Lanarkshire,utla,2021-10-07,29
E06000023,"Bristol, City of",utla,2021-10-06,158
E08000007,Stockport,utla,2021-10-06,237
E08000009,Trafford,utla,2021-10-06,174
E08000023,South Tyneside,utla,2021-10-06,197
E08000037,Gateshead,utla,2021-10-06,266
E09000003,Barnet,utla,2021-10-06,458
E09000024,Merton,utla,2021-10-06,45
E10000015,Hertfordshire,utla,2021-10-06,842
E10000024,Nottinghamshire,utla,2021-10-06,878
S12000028,South Ayrshire,utla,2021-10-06,11
S12000039,West Dunbartonshire,utla,2021-10-06,89
S12000050,North Lanarkshire,utla,2021-10-06,10
E06000023,"Bristol, City of",utla,2021-10-05,106
E08000007,Stockport,utla,2021-10-05,200
E08000009,Trafford,utla,2021-10-05,106
E08000023,South Tyneside,utla,2021-10-05,235
E08000037,Gateshead,utla,2021-10-05,193
E09000003,Barnet,utla,2021-10-05,380
E09000024,Merton,utla,2021-10-05,72
E10000015,Hertfordshire,utla,2021-10-05,1721
E10000024,Nottinghamshire,utla,2021-10-05,681
S12000028,South Ayrshire,utla,2021-10-05,21
S12000039,West Dunbartonshire,utla,2021-10-05,14
S12000050,North Lanarkshire,utla,2021-10-05,430
E06000023,"Bristol, City of",utla,2021-10-04,231
E08000007,Stockport,utla,2021-10-04,189
E08000009,Trafford,utla,2021-10-04,168
E08000023,South Tyneside,utla,2021-10-04,140
E08000037,Gateshead,utla,2021-10-04,153
E09000003,Barnet,utla,2021-10-04,334
E09000024,Merton,utla,2021-10-04,77
E10000015,Hertfordshire,utla,2021-10-04,1265
E10000024,Nottinghamshire,utla,2021-10-04,757
S12000028,South Ayrshire,utla,2021-10-04,14
S12000039,West Dunbartonshire,utla,2021-10-04,3
S12000050,North Lanarkshire,utla,2021-10-04,491
E06000023,"Bristol, City of",utla,2021-10-03,68
E08000007,Stockport,utla,2021-10-03,57
E08000009,Trafford,utla,2021-10-03,9
E08000023,South Tyneside,utla,2021-10-03,12
E08000037,Gateshead,utla,2021-10-03,29
E09000003,Barnet,utla,2021-10-03,76
E09000024,Merton,utla,2021-10-03,64
E10000015,Hertfordshire,utla,2021-10-03,265
E10000024,Nottinghamshire,utla,2021-10-03,122
S12000028,South Ayrshire,utla,2021-10-03,30
S12000039,West Dunbartonshire,utla,2021-10-03,12
S12000050,North Lanarkshire,utla,2021-10-03,2151
E06000023,"Bristol, City of",utla,2021-10-02,548
E08000007,Stockport,utla,2021-10-02,77
E08000009,Trafford,utla,2021-10-02,85
E08000023,South Tyneside,utla,2021-10-02,24
E08000037,Gateshead,utla,2021-10-02,65
E09000003,Barnet,utla,2021-10-02,97
E09000024,Merton,utla,2021-10-02,93
E10000015,Hertfordshire,utla,2021-10-02,356
E10000024,Nottinghamshire,utla,2021-10-02,140
S12000028,South Ayrshire,utla,2021-10-02,314
S12000039,West Dunbartonshire,utla,2021-10-02,58
S12000050,North Lanarkshire,utla,2021-10-02,1862
E06000023,"Bristol, City of",utla,2021-10-01,349
E08000007,Stockport,utla,2021-10-01,97
E08000009,Trafford,utla,2021-10-01,138
E08000023,South Tyneside,utla,2021-10-01,110
E08000037,Gateshead,utla,2021-10-01,88
E09000003,Barnet,utla,2021-10-01,160
E09000024,Merton,utla,2021-10-01,65
E10000015,Hertfordshire,utla,2021-10-01,851
E10000024,Nottinghamshire,utla,2021-10-01,194
S12000028,South Ayrshire,utla,2021-10-01,22
S12000039,West Dunbartonshire,utla,2021-10-01,106
S12000050,North Lanarkshire,utla,2021-10-01,507
E06000023,"Bristol, City of",utla,2021-09-30,254
E08000007,Stockport,utla,2021-09-30,324
E08000009,Trafford,utla,2021-09-30,162
E08000023,South Tyneside,utla,2021-09-30,208
E08000037,Gateshead,utla,2021-09-30,276
E09000003,Barnet,utla,2021-09-30,450
E09000024,Merton,utla,2021-09-30,44
E10000015,Hertfordshire,utla,2021-09-30,969
E10000024,Nottinghamshire,utla,2021-09-30,297
S12000028,South Ayrshire,utla,2021-09-30,90
S12000039,West Dunbartonshire,utla,2021-09-30,25
S12000050,North Lanarkshire,utla,2021-09-30,106
E06000023,"Bristol, City of",utla,2021-09-29,244
E08000007,Stockport,utla,2021-09-29,221
E08000009,Trafford,utla,2021-09-29,110
E08000023,South Tyneside,utla,2021-09-29,197
E08000037,Gateshead,utla,2021-09-29,297
E09000003,Barnet,utla,2021-09-29,302
E09000024,Merton,utla,2021-09-29,90
E10000015,Hertfordshire,utla,2021-09-29,1051
E10000024,Nottinghamshire,utla,2021-09-29,332
S12000028,South Ayrshire,utla,2021-09-29,108
S12000039,West Dunbartonshire,utla,2021-09-29,68
S12000050,North Lanarkshire,utla,2021-09-29,217
E06000023,"Bristol, City of",utla,2021-09-28,259
E08000007,Stockport,utla,2021-09-28,156
E08000009,Trafford,utla,2021-09-28,178
E08000023,South Tyneside,utla,2021-09-28,15
E08000037,Gateshead,utla,2021-09-28,119
E09000003,Barnet,utla,2021-09-28,165
E09000024,Merton,utla,2021-09-28,40
E10000015,Hertfordshire,utla,2021-09-28,1469
E10000024,Nottinghamshire,utla,2021-09-28,403
S12000028,South Ayrshire,utla,2021-09-28,6
S12000039,West Dunbartonshire,utla,2021-09-28,3
S12000050,North Lanarkshire,utla,2021-09-28,160
E06000023,"Bristol, City of",utla,2021-09-27,282
E08000007,Stockport,utla,2021-09-27,128
E08000009,Trafford,utla,2021-09-27,191
E08000023,South Tyneside,utla,2021-09-27,202
E08000037,Gateshead,utla,2021-09-27,196
E09000003,Barnet,utla,2021-09-27,151
E09000024,Merton,utla,2021-09-27,31
E10000015,Hertfordshire,utla,2021-09-27,776
E10000024,Nottinghamshire,utla,2021-09-27,648
S12000028,South Ayrshire,utla,2021-09-27,1
S12000039,West Dunbartonshire,utla,2021-09-27,7
S12000050,North Lanarkshire,utla,2021-09-27,314
E06000023,"Bristol, City of",utla,2021-09-26,60
E08000007,Stockport,utla,2021-09-26,17
E08000009,Trafford,utla,2021-09-26,28
E08000023,South Tyneside,utla,2021-09-26,19
E08000037,Gateshead,utla,2021-09-26,18
E09000003,Barnet,utla,2021-09-26,79
E09000024,Merton,utla,2021-09-26,52
E10000015,Hertfordshire,utla,2021-09-26,169
E10000024,Nottinghamshire,utla,2021-09-26,108
S12000028,South Ayrshire,utla,2021-09-26,179
S12000039,West Dunbartonshire,utla,2021-09-26,13
S12000050,North Lanarkshire,utla,2021-09-26,183
E06000023,"Bristol, City of",utla,2021-09-25,166
E08000007,Stockport,utla,2021-09-25,48
E08000009,Trafford,utla,2021-09-25,72
E08000023,South Tyneside,utla,2021-09-25,25
E08000037,Gateshead,utla,2021-09-25,36
E09000003,Barnet,utla,2021-09-25,113
E09000024,Merton,utla,2021-09-25,102
E10000015,Hertfordshire,utla,2021-09-25,373
E10000024,Nottinghamshire,utla,2021-09-25,157
S12000028,South Ayrshire,utla,2021-09-25,111
S12000039,West Dunbartonshire,utla,2021-09-25,100
S12000050,North Lanarkshire,utla,2021-09-25,296
E06000023,"Bristol, City of",utla,2021-09-24,163
E08000007,Stockport,utla,2021-09-24,104
E08000009,Trafford,utla,2021-09-24,156
E08000023,South Tyneside,utla,2021-09-24,18
E08000037,Gateshead,utla,2021-09-24,46
E09000003,Barnet,utla,2021-09-24,162
E09000024,Merton,utla,2021-09-24,57
E10000015,Hertfordshire,utla,2021-09-24,464
E10000024,Nottinghamshire,utla,2021-09-24,466
S12000028,South Ayrshire,utla,2021-09-24,8
S12000039,West Dunbartonshire,utla,2021-09-24,5
S12000050,North Lanarkshire,utla,2021-09-24,108
E06000023,"Bristol, City of",utla,2021-09-23,176
E08000007,Stockport,utla,2021-09-23,83
E08000009,Trafford,utla,2021-09-23,147
E08000023,South Tyneside,utla,2021-09-23,51
E08000037,Gateshead,utla,2021-09-23,47
E09000003,Barnet,utla,2021-09-23,131
E09000024,Merton,utla,2021-09-23,80
E10000015,Hertfordshire,utla,2021-09-23,1005
E10000024,Nottinghamshire,utla,2021-09-23,537
S12000028,South Ayrshire,utla,2021-09-23,35
S12000039,West Dunbartonshire,utla,2021-09-23,7
S12000050,North Lanarkshire,utla,2021-09-23,204
E06000023,"Bristol, City of",utla,2021-09-22,187
E08000007,Stockport,utla,2021-09-22,32
E08000009,Trafford,utla,2021-09-22,76
E08000023,South Tyneside,utla,2021-09-22,37
E08000037,Gateshead,utla,2021-09-22,52
E09000003,Barnet,utla,2021-09-22,116
E09000024,Merton,utla,2021-09-22,65
E10000015,Hertfordshire,utla,2021-09-22,1023
E10000024,Nottinghamshire,utla,2021-09-22,434
S12000028,South Ayrshire,utla,2021-09-22,2
S12000039,West Dunbartonshire,utla,2021-09-22,51
S12000050,North Lanarkshire,utla,2021-09-22,155
E06000023,"Bristol, City of",utla,2021-09-21,196
E08000007,Stockport,utla,2021-09-21,39
E08000009,Trafford,utla,2021-09-21,48
E08000023,South Tyneside,utla,2021-09-21,5
E08000037,Gateshead,utla,2021-09-21,36
E09000003,Barnet,utla,2021-09-21,142
E09000024,Merton,utla,2021-09-21,75
E10000015,Hertfordshire,utla,2021-09-21,683
E10000024,Nottinghamshire,utla,2021-09-21,148
S12000028,South Ayrshire,utla,2021-09-21,1
S12000039,West Dunbartonshire,utla,2021-09-21,2
S12000050,North Lanarkshire,utla,2021-09-21,123
E06000023,"Bristol, City of",utla,2021-09-20,137
E08000007,Stockport,utla,2021-09-20,67
E08000009,Trafford,utla,2021-09-20,38
E08000023,South Tyneside,utla,2021-09-20,14
E08000037,Gateshead,utla,2021-09-20,26
E09000003,Barnet,utla,2021-09-20,152
E09000024,Merton,utla,2021-09-20,76
E10000015,Hertfordshire,utla,2021-09-20,304
E10000024,Nottinghamshire,utla,2021-09-20,179
S12000028,South Ayrshire,utla,2021-09-20,248
S12000039,West Dunbartonshire,utla,2021-09-20,3
S12000050,North Lanarkshire,utla,2021-09-20,208
E06000023,"Bristol, City of",utla,2021-09-19,75
E08000007,Stockport,utla,2021-09-19,81
E08000009,Trafford,utla,2021-09-19,22
E08000023,South Tyneside,utla,2021-09-19,17
E08000037,Gateshead,utla,2021-09-19,44
E09000003,Barnet,utla,2021-09-19,96
E09000024,Merton,utla,2021-09-19,38
E10000015,Hertfordshire,utla,2021-09-19,231
E10000024,Nottinghamshire,utla,2021-09-19,225
S12000028,South Ayrshire,utla,2021-09-19,24
S12000039,West Dunbartonshire,utla,2021-09-19,69
S12000050,North Lanarkshire,utla,2021-09-19,66
E06000023,"Bristol, City of",utla,2021-09-18,187
E08000007,Stockport,utla,2021-09-18,45
E08000009,Trafford,utla,2021-09-18,88
E08000023,South Tyneside,utla,2021-09-18,32
E08000037,Gateshead,utla,2021-09-18,66
E09000003,Barnet,utla,2021-09-18,156
E09000024,Merton,utla,2021-09-18,123
E10000015,Hertfordshire,utla,2021-09-18,294
E10000024,Nottinghamshire,utla,2021-09-18,248
S12000028,South Ayrshire,utla,2021-09-18,6
S12000039,West Dunbartonshire,utla,2021-09-18,7
S12000050,North Lanarkshire,utla,2021-09-18,505
E06000023,"Bristol, City of",utla,2021-09-17,116
E08000007,Stockport,utla,2021-09-17,95
E08000009,Trafford,utla,2021-09-17,66
E08000023,South Tyneside,utla,2021-09-17,42
E08000037,Gateshead,utla,2021-09-17,34
E09000003,Barnet,utla,2021-09-17,179
E09000024,Merton,utla,2021-09-17,82
E10000015,Hertfordshire,utla,2021-09-17,271
E10000024,Nottinghamshire,utla,2021-09-17,161
S12000028,South Ayrshire,utla,2021-09-17,2
S12000039,West Dunbartonshire,utla,2021-09-17,47
S12000050,North Lanarkshire,utla,2021-09-17,59
E06000023,"Bristol, City of",utla,2021-09-16,142
E08000007,Stockport,utla,2021-09-16,163
E08000009,Trafford,utla,2021-09-16,57
E08000023,South Tyneside,utla,2021-09-16,44
E08000037,Gateshead,utla,2021-09-16,33
E09000003,Barnet,utla,2021-09-16,67
E09000024,Merton,utla,2021-09-16,33
E10000015,Hertfordshire,utla,2021-09-16,279
E10000024,Nottinghamshire,utla,2021-09-16,158
S12000028,South Ayrshire,utla,2021-09-16,7
S12000039,West Dunbartonshire,utla,2021-09-16,9
S12000050,North Lanarkshire,utla,2021-09-16,62
E06000023,"Bristol, City of",utla,2021-09-15,216
E08000007,Stockport,utla,2021-09-15,48
E08000009,Trafford,utla,2021-09-15,44
E08000023,South Tyneside,utla,2021-09-15,45
E08000037,Gateshead,utla,2021-09-15,55
E09000003,Barnet,utla,2021-09-15,144
E09000024,Merton,utla,2021-09-15,86
E10000015,Hertfordshire,utla,2021-09-15,331
E10000024,Nottinghamshire,utla,2021-09-15,192
S12000028,South Ayrshire,utla,2021-09-15,1
S12000039,West Dunbartonshire,utla,2021-09-15,9
S12000050,North Lanarkshire,utla,2021-09-15,77
E06000023,"Bristol, City of",utla,2021-09-14,182
E08000007,Stockport,utla,2021-09-14,47
E08000009,Trafford,utla,2021-09-14,82
E08000023,South Tyneside,utla,2021-09-14,31
E08000037,Gateshead,utla,2021-09-14,30
E09000003,Barnet,utla,2021-09-14,131
E09000024,Merton,utla,2021-09-14,59
E10000015,Hertfordshire,utla,2021-09-14,305
E10000024,Nottinghamshire,utla,2021-09-14,192
S12000028,South Ayrshire,utla,2021-09-14,168
S12000039,West Dunbartonshire,utla,2021-09-14,7
S12000050,North Lanarkshire,utla,2021-09-14,116
E06000023,"Bristol, City of",utla,2021-09-13,139
E08000007,Stockport,utla,2021-09-13,66
E08000009,Trafford,utla,2021-09-13,40
E08000023,South Tyneside,utla,2021-09-13,11
E08000037,Gateshead,utla,2021-09-13,24
E09000003,Barnet,utla,2021-09-13,126
E09000024,Merton,utla,2021-09-13,55
E10000015,Hertfordshire,utla,2021-09-13,164
E10000024,Nottinghamshire,utla,2021-09-13,190
S12000028,South Ayrshire,utla,2021-09-13,141
S12000039,West Dunbartonshire,utla,2021-09-13,4
S12000050,North Lanarkshire,utla,2021-09-13,112
E06000023,"Bristol, City of",utla,2021-09-12,102
E08000007,Stockport,utla,2021-09-12,58
E08000009,Trafford,utla,2021-09-12,69
E08000023,South Tyneside,utla,2021-09-12,14
E08000037,Gateshead,utla,2021-09-12,71
E09000003,Barnet,utla,2021-09-12,69
E09000024,Merton,utla,2021-09-12,74
E10000015,Hertfordshire,utla,2021-09-12,249
E10000024,Nottinghamshire,utla,2021-09-12,188
S12000028,South Ayrshire,utla,2021-09-12,77
S12000039,West Dunbartonshire,utla,2021-09-12,16
S12000050,North Lanarkshire,utla,2021-09-12,80
E06000023,"Bristol, City of",utla,2021-09-11,254
E08000007,Stockport,utla,2021-09-11,74
E08000009,Trafford,utla,2021-09-11,101
E08000023,South Tyneside,utla,2021-09-11,32
E08000037,Gateshead,utla,2021-09-11,59
E09000003,Barnet,utla,2021-09-11,140
E09000024,Merton,utla,2021-09-11,77
E10000015,Hertfordshire,utla,2021-09-11,287
E10000024,Nottinghamshire,utla,2021-09-11,251
S12000028,South Ayrshire,utla,2021-09-11,22
S12000039,West Dunbartonshire,utla,2021-09-11,55
S12000050,North Lanarkshire,utla,2021-09-11,83
E06000023,"Bristol, City of",utla,2021-09-10,193
E08000007,Stockport,utla,2021-09-10,147
E08000009,Trafford,utla,2021-09-10,94
E08000023,South Tyneside,utla,2021-09-10,46
E08000037,Gateshead,utla,2021-09-10,25
E09000003,Barnet,utla,2021-09-10,169
E09000024,Merton,utla,2021-09-10,88
E10000015,Hertfordshire,utla,2021-09-10,467
E10000024,Nottinghamshire,utla,2021-09-10,286
S12000028,South Ayrshire,utla,2021-09-10,11
S12000039,West Dunbartonshire,utla,2021-09-10,228
S12000050,North Lanarkshire,utla,2021-09-10,122
E06000023,"Bristol, City of",utla,2021-09-09,205
E08000007,Stockport,utla,2021-09-09,187
E08000009,Trafford,utla,2021-09-09,92
E08000023,South Tyneside,utla,2021-09-09,57
E08000037,Gateshead,utla,2021-09-09,47
E09000003,Barnet,utla,2021-09-09,137
E09000024,Merton,utla,2021-09-09,57
E10000015,Hertfordshire,utla,2021-09-09,432
E10000024,Nottinghamshire,utla,2021-09-09,236
S12000028,South Ayrshire,utla,2021-09-09,8
S12000039,West Dunbartonshire,utla,2021-09-09,60
S12000050,North Lanarkshire,utla,2021-09-09,67
E06000023,"Bristol, City of",utla,2021-09-08,268
E08000007,Stockport,utla,2021-09-08,59
E08000009,Trafford,utla,2021-09-08,50
E08000023,South Tyneside,utla,2021-09-08,22
E08000037,Gateshead,utla,2021-09-08,65
E09000003,Barnet,utla,2021-09-08,91
E09000024,Merton,utla,2021-09-08,65
E10000015,Hertfordshire,utla,2021-09-08,234
E10000024,Nottinghamshire,utla,2021-09-08,223
S12000028,South Ayrshire,utla,2021-09-08,121
S12000039,West Dunbartonshire,utla,2021-09-08,101
S12000050,North Lanarkshire,utla,2021-09-08,98
E06000023,"Bristol, City of",utla,2021-09-07,214
E08000007,Stockport,utla,2021-09-07,60
E08000009,Trafford,utla,2021-09-07,52
E08000023,South Tyneside,utla,2021-09-07,28
E08000037,Gateshead,utla,2021-09-07,21
E09000003,Barnet,utla,2021-09-07,110
E09000024,Merton,utla,2021-09-07,62
E10000015,Hertfordshire,utla,2021-09-07,343
E10000024,Nottinghamshire,utla,2021-09-07,247
S12000028,South Ayrshire,utla,2021-09-07,3
S12000039,West Dunbartonshire,utla,2021-09-07,5
S12000050,North Lanarkshire,utla,2021-09-07,129
E06000023,"Bristol, City of",utla,2021-09-06,212
E08000007,Stockport,utla,2021-09-06,86
E08000009,Trafford,utla,2021-09-06,65
E08000023,South Tyneside,utla,2021-09-06,11
E08000037,Gateshead,utla,2021-09-06,38
E09000003,Barnet,utla,2021-09-06,171
E09000024,Merton,utla,2021-09-06,79
E10000015,Hertfordshire,utla,2021-09-06,233
E10000024,Nottinghamshire,utla,2021-09-06,251
S12000028,South Ayrshire,utla,2021-09-06,4
S12000039,West Dunbartonshire,utla,2021-09-06,2
S12000050,North Lanarkshire,utla,2021-09-06,153
E06000023,"Bristol, City of",utla,2021-09-05,86
E08000007,Stockport,utla,2021-09-05,47
E08000009,Trafford,utla,2021-09-05,15
E08000023,South Tyneside,utla,2021-09-05,21
E08000037,Gateshead,utla,2021-09-05,82
E09000003,Barnet,utla,2021-09-05,132
E09000024,Merton,utla,2021-09-05,34
E10000015,Hertfordshire,utla,2021-09-05,375
E10000024,Nottinghamshire,utla,2021-09-05,223
S12000028,South Ayrshire,utla,2021-09-05,6
