areaCode,areaName,areaType,date,newPeopleVaccinatedFirstDoseByVaccinationDate
E06000045,Southampton,utla,2021-02-24,836
E06000054,Wiltshire,utla,2021-02-24,4379
E08000003,Manchester,utla,2021-02-24,3936
E08000030,Walsall,utla,2021-02-24,2452
E09000007,Camden,utla,2021-02-24,2325
E09000008,Croydon,utla,2021-02-24,2676
E09000013,Hammersmith and Fulham,utla,2021-02-24,502
E10000021,Northamptonshire,utla,2021-02-24,6147
S12000014,Falkirk,utla,2021-02-24,85
S12000030,Stirling,utla,2021-02-24,675
S12000040,West Lothian,utla,2021-02-24,1040
S12000042,Dundee City,utla,2021-02-24,905
E06000012,North East Lincolnshire,utla,2021-02-23,957
E06000033,Southend-on-Sea,utla,2021-02-23,687
E06000045,Southampton,utla,2021-02-23,1308
E06000054,Wiltshire,utla,2021-02-23,3319
E08000003,Manchester,utla,2021-02-23,1611
E08000030,Walsall,utla,2021-02-23,2324
E09000007,Camden,utla,2021-02-23,961
E09000008,Croydon,utla,2021-02-23,2130
E09000013,Hammersmith and Fulham,utla,2021-02-23,1360
E10000021,Northamptonshire,utla,2021-02-23,4173
S12000014,Falkirk,utla,2021-02-23,69
S12000030,Stirling,utla,2021-02-23,317
S12000040,West Lothian,utla,2021-02-23,837
S12000042,Dundee City,utla,2021-02-23,1033
E06000012,North East Lincolnshire,utla,2021-02-22,707
E06000033,Southend-on-Sea,utla,2021-02-22,61
E06000045,Southampton,utla,2021-02-22,309
E06000054,Wiltshire,utla,2021-02-22,1197
E08000003,Manchester,utla,2021-02-22,860
E08000030,Walsall,utla,2021-02-22,301
E09000007,Camden,utla,2021-02-22,358
E09000008,Croydon,utla,2021-02-22,987
E09000013,Hammersmith and Fulham,utla,2021-02-22,697
E10000021,Northamptonshire,utla,2021-02-22,2312
S12000014,Falkirk,utla,2021-02-22,29
S12000030,Stirling,utla,2021-02-22,201
S12000040,West Lothian,utla,2021-02-22,841
S12000042,Dundee City,utla,2021-02-22,1272
E06000012,North East Lincolnshire,utla,2021-02-21,117
E06000033,Southend-on-Sea,utla,2021-02-21,419
E06000045,Southampton,utla,2021-02-21,593
E06000054,Wiltshire,utla,2021-02-21,547
E08000003,Manchester,utla,2021-02-21,1145
E08000030,Walsall,utla,2021-02-21,238
E09000007,Camden,utla,2021-02-21,120
E09000008,Croydon,utla,2021-02-21,474
E09000013,Hammersmith and Fulham,utla,2021-02-21,744
E10000021,Northamptonshire,utla,2021-02-21,671
S12000014,Falkirk,utla,2021-02-21,14
S12000030,Stirling,utla,2021-02-21,1
S12000040,West Lothian,utla,2021-02-21,824
S12000042,Dundee City,utla,2021-02-21,335
E06000012,North East Lincolnshire,utla,2021-02-20,2697
E06000033,Southend-on-Sea,utla,2021-02-20,591
E06000045,Southampton,utla,2021-02-20,1041
E06000054,Wiltshire,utla,2021-02-20,3135
E08000003,Manchester,utla,2021-02-20,2246
E08000030,Walsall,utla,2021-02-20,567
E09000007,Camden,utla,2021-02-20,530
E09000008,Croydon,utla,2021-02-20,1767
E09000013,Hammersmith and Fulham,utla,2021-02-20,810
E10000021,Northamptonshire,utla,2021-02-20,3211
S12000014,Falkirk,utla,2021-02-20,5
S12000030,Stirling,utla,2021-02-20,215
S12000040,West Lothian,utla,2021-02-20,898
S12000042,Dundee City,utla,2021-02-20,1277
E06000012,North East Lincolnshire,utla,2021-02-19,1546
E06000033,Southend-on-Sea,utla,2021-02-19,864
E06000045,Southampton,utla,2021-02-19,774
E06000054,Wiltshire,utla,2021-02-19,2041
E08000003,Manchester,utla,2021-02-19,2452
E08000030,Walsall,utla,2021-02-19,1688
E09000007,Camden,utla,2021-02-19,1611
E09000008,Croydon,utla,2021-02-19,2116
E09000013,Hammersmith and Fulham,utla,2021-02-19,601
E10000021,Northamptonshire,utla,2021-02-19,5481
S12000014,Falkirk,utla,2021-02-19,557
S12000030,Stirling,utla,2021-02-19,77
S12000040,West Lothian,utla,2021-02-19,1088
S12000042,Dundee City,utla,2021-02-19,1306
E06000012,North East Lincolnshire,utla,2021-02-18,1783
E06000033,Southend-on-Sea,utla,2021-02-18,1275
E06000045,Southampton,utla,2021-02-18,1757
E06000054,Wiltshire,utla,2021-02-18,4564
E08000003,Manchester,utla,2021-02-18,3185
E08000030,Walsall,utla,2021-02-18,2382
E09000007,Camden,utla,2021-02-18,1542
E09000008,Croydon,utla,2021-02-18,2717
E09000013,Hammersmith and Fulham,utla,2021-02-18,677
E10000021,Northamptonshire,utla,2021-02-18,5242
S12000014,Falkirk,utla,2021-02-18,1147
S12000030,Stirling,utla,2021-02-18,122
S12000040,West Lothian,utla,2021-02-18,1561
S12000042,Dundee City,utla,2021-02-18,1191
E06000012,North East Lincolnshire,utla,2021-02-17,1462
E06000033,Southend-on-Sea,utla,2021-02-17,1063
E06000045,Southampton,utla,2021-02-17,1198
E06000054,Wiltshire,utla,2021-02-17,5600
E08000003,Manchester,utla,2021-02-17,2764
E08000030,Walsall,utla,2021-02-17,1998
E09000007,Camden,utla,2021-02-17,978
E09000008,Croydon,utla,2021-02-17,2786
E09000013,Hammersmith and Fulham,utla,2021-02-17,605
E10000021,Northamptonshire,utla,2021-02-17,3663
S12000014,Falkirk,utla,2021-02-17,1206
S12000030,Stirling,utla,2021-02-17,285
S12000040,West Lothian,utla,2021-02-17,1123
S12000042,Dundee City,utla,2021-02-17,1132
E06000012,North East Lincolnshire,utla,2021-02-16,1033
E06000033,Southend-on-Sea,utla,2021-02-16,692
E06000045,Southampton,utla,2021-02-16,1743
E06000054,Wiltshire,utla,2021-02-16,3641
E08000003,Manchester,utla,2021-02-16,2347
E08000030,Walsall,utla,2021-02-16,1037
E09000007,Camden,utla,2021-02-16,675
E09000008,Croydon,utla,2021-02-16,2765
E09000013,Hammersmith and Fulham,utla,2021-02-16,716
E10000021,Northamptonshire,utla,2021-02-16,2631
S12000014,Falkirk,utla,2021-02-16,1236
S12000030,Stirling,utla,2021-02-16,309
S12000040,West Lothian,utla,2021-02-16,983
S12000042,Dundee City,utla,2021-02-16,972
E06000012,North East Lincolnshire,utla,2021-02-15,311
E06000033,Southend-on-Sea,utla,2021-02-15,1124
E06000045,Southampton,utla,2021-02-15,532
E06000054,Wiltshire,utla,2021-02-15,1643
E08000003,Manchester,utla,2021-02-15,633
E08000030,Walsall,utla,2021-02-15,1525
E09000007,Camden,utla,2021-02-15,640
E09000008,Croydon,utla,2021-02-15,1801
E09000013,Hammersmith and Fulham,utla,2021-02-15,467
E10000021,Northamptonshire,utla,2021-02-15,3967
S12000014,Falkirk,utla,2021-02-15,1094
S12000030,Stirling,utla,2021-02-15,148
S12000040,West Lothian,utla,2021-02-15,878
S12000042,Dundee City,utla,2021-02-15,703
E06000012,North East Lincolnshire,utla,2021-02-14,104
E06000033,Southend-on-Sea,utla,2021-02-14,902
E06000045,Southampton,utla,2021-02-14,787
E06000054,Wiltshire,utla,2021-02-14,825
E08000003,Manchester,utla,2021-02-14,1043
E08000030,Walsall,utla,2021-02-14,558
E09000007,Camden,utla,2021-02-14,335
E09000008,Croydon,utla,2021-02-14,847
E09000013,Hammersmith and Fulham,utla,2021-02-14,742
E10000021,Northamptonshire,utla,2021-02-14,949
S12000014,Falkirk,utla,2021-02-14,1047
S12000030,Stirling,utla,2021-02-14,30
S12000040,West Lothian,utla,2021-02-14,502
S12000042,Dundee City,utla,2021-02-14,407
E06000012,North East Lincolnshire,utla,2021-02-13,247
E06000033,Southend-on-Sea,utla,2021-02-13,1070
E06000045,Southampton,utla,2021-02-13,1883
E06000054,Wiltshire,utla,2021-02-13,6639
E08000003,Manchester,utla,2021-02-13,4514
E08000030,Walsall,utla,2021-02-13,1779
E09000007,Camden,utla,2021-02-13,521
E09000008,Croydon,utla,2021-02-13,1305
E09000013,Hammersmith and Fulham,utla,2021-02-13,892
E10000021,Northamptonshire,utla,2021-02-13,4288
S12000014,Falkirk,utla,2021-02-13,1715
S12000030,Stirling,utla,2021-02-13,733
S12000040,West Lothian,utla,2021-02-13,905
S12000042,Dundee City,utla,2021-02-13,1307
E06000012,North East Lincolnshire,utla,2021-02-12,869
E06000033,Southend-on-Sea,utla,2021-02-12,1061
E06000045,Southampton,utla,2021-02-12,1572
E06000054,Wiltshire,utla,2021-02-12,3674
E08000003,Manchester,utla,2021-02-12,3040
E08000030,Walsall,utla,2021-02-12,2635
E09000007,Camden,utla,2021-02-12,1610
E09000008,Croydon,utla,2021-02-12,1997
E09000013,Hammersmith and Fulham,utla,2021-02-12,969
E10000021,Northamptonshire,utla,2021-02-12,7320
S12000014,Falkirk,utla,2021-02-12,1421
S12000030,Stirling,utla,2021-02-12,1210
S12000040,West Lothian,utla,2021-02-12,748
S12000042,Dundee City,utla,2021-02-12,1512
E06000012,North East Lincolnshire,utla,2021-02-11,848
E06000033,Southend-on-Sea,utla,2021-02-11,1341
E06000045,Southampton,utla,2021-02-11,1107
E06000054,Wiltshire,utla,2021-02-11,5015
E08000003,Manchester,utla,2021-02-11,2167
E08000030,Walsall,utla,2021-02-11,2513
E09000007,Camden,utla,2021-02-11,1942
E09000008,Croydon,utla,2021-02-11,2655
E09000013,Hammersmith and Fulham,utla,2021-02-11,764
E10000021,Northamptonshire,utla,2021-02-11,4942
S12000014,Falkirk,utla,2021-02-11,1439
S12000030,Stirling,utla,2021-02-11,1412
S12000040,West Lothian,utla,2021-02-11,778
S12000042,Dundee City,utla,2021-02-11,1102
E06000012,North East Lincolnshire,utla,2021-02-10,624
E06000033,Southend-on-Sea,utla,2021-02-10,626
E06000045,Southampton,utla,2021-02-10,840
E06000054,Wiltshire,utla,2021-02-10,2762
E08000003,Manchester,utla,2021-02-10,1254
E08000030,Walsall,utla,2021-02-10,1182
E09000007,Camden,utla,2021-02-10,1110
E09000008,Croydon,utla,2021-02-10,1718
E09000013,Hammersmith and Fulham,utla,2021-02-10,574
E10000021,Northamptonshire,utla,2021-02-10,4686
S12000014,Falkirk,utla,2021-02-10,1754
S12000030,Stirling,utla,2021-02-10,2387
S12000040,West Lothian,utla,2021-02-10,542
S12000042,Dundee City,utla,2021-02-10,775
E06000012,North East Lincolnshire,utla,2021-02-09,129
E06000033,Southend-on-Sea,utla,2021-02-09,894
E06000045,Southampton,utla,2021-02-09,1527
E06000054,Wiltshire,utla,2021-02-09,2678
E08000003,Manchester,utla,2021-02-09,1597
E08000030,Walsall,utla,2021-02-09,1271
E09000007,Camden,utla,2021-02-09,857
E09000008,Croydon,utla,2021-02-09,2106
E09000013,Hammersmith and Fulham,utla,2021-02-09,559
E10000021,Northamptonshire,utla,2021-02-09,4828
S12000014,Falkirk,utla,2021-02-09,2230
S12000030,Stirling,utla,2021-02-09,2002
S12000040,West Lothian,utla,2021-02-09,2309
S12000042,Dundee City,utla,2021-02-09,1265
E06000012,North East Lincolnshire,utla,2021-02-08,335
E06000033,Southend-on-Sea,utla,2021-02-08,201
E06000045,Southampton,utla,2021-02-08,1015
E06000054,Wiltshire,utla,2021-02-08,2007
E08000003,Manchester,utla,2021-02-08,711
E08000030,Walsall,utla,2021-02-08,355
E09000007,Camden,utla,2021-02-08,438
E09000008,Croydon,utla,2021-02-08,1108
E09000013,Hammersmith and Fulham,utla,2021-02-08,692
E10000021,Northamptonshire,utla,2021-02-08,3645
S12000014,Falkirk,utla,2021-02-08,2128
S12000030,Stirling,utla,2021-02-08,1108
S12000040,West Lothian,utla,2021-02-08,1718
S12000042,Dundee City,utla,2021-02-08,1629
E06000012,North East Lincolnshire,utla,2021-02-07,49
E06000033,Southend-on-Sea,utla,2021-02-07,364
E06000045,Southampton,utla,2021-02-07,724
E06000054,Wiltshire,utla,2021-02-07,1166
E08000003,Manchester,utla,2021-02-07,1295
E08000030,Walsall,utla,2021-02-07,380
E09000007,Camden,utla,2021-02-07,151
E09000008,Croydon,utla,2021-02-07,664
E09000013,Hammersmith and Fulham,utla,2021-02-07,76
E10000021,Northamptonshire,utla,2021-02-07,2306
S12000014,Falkirk,utla,2021-02-07,1983
S12000030,Stirling,utla,2021-02-07,703
S12000040,West Lothian,utla,2021-02-07,979
S12000042,Dundee City,utla,2021-02-07,653
E06000012,North East Lincolnshire,utla,2021-02-06,1570
E06000033,Southend-on-Sea,utla,2021-02-06,1597
E06000045,Southampton,utla,2021-02-06,1717
E06000054,Wiltshire,utla,2021-02-06,8444
E08000003,Manchester,utla,2021-02-06,2788
E08000030,Walsall,utla,2021-02-06,2396
E09000007,Camden,utla,2021-02-06,518
E09000008,Croydon,utla,2021-02-06,1204
E09000013,Hammersmith and Fulham,utla,2021-02-06,196
E10000021,Northamptonshire,utla,2021-02-06,5218
S12000014,Falkirk,utla,2021-02-06,1494
S12000030,Stirling,utla,2021-02-06,1775
S12000040,West Lothian,utla,2021-02-06,1981
S12000042,Dundee City,utla,2021-02-06,1586
E06000012,North East Lincolnshire,utla,2021-02-05,981
E06000033,Southend-on-Sea,utla,2021-02-05,976
E06000045,Southampton,utla,2021-02-05,1330
E06000054,Wiltshire,utla,2021-02-05,3883
E08000003,Manchester,utla,2021-02-05,1322
E08000030,Walsall,utla,2021-02-05,1172
E09000007,Camden,utla,2021-02-05,1146
E09000008,Croydon,utla,2021-02-05,2688
E09000013,Hammersmith and Fulham,utla,2021-02-05,979
E10000021,Northamptonshire,utla,2021-02-05,7418
S12000014,Falkirk,utla,2021-02-05,1012
S12000030,Stirling,utla,2021-02-05,797
S12000040,West Lothian,utla,2021-02-05,1807
S12000042,Dundee City,utla,2021-02-05,1980
E06000012,North East Lincolnshire,utla,2021-02-04,1145
E06000033,Southend-on-Sea,utla,2021-02-04,935
E06000045,Southampton,utla,2021-02-04,1086
E06000054,Wiltshire,utla,2021-02-04,3615
E08000003,Manchester,utla,2021-02-04,2435
E08000030,Walsall,utla,2021-02-04,2596
E09000007,Camden,utla,2021-02-04,1227
E09000008,Croydon,utla,2021-02-04,1776
E09000013,Hammersmith and Fulham,utla,2021-02-04,281
E10000021,Northamptonshire,utla,2021-02-04,5723
S12000014,Falkirk,utla,2021-02-04,1084
S12000030,Stirling,utla,2021-02-04,176
S12000040,West Lothian,utla,2021-02-04,1857
S12000042,Dundee City,utla,2021-02-04,1929
E06000012,North East Lincolnshire,utla,2021-02-03,1684
E06000033,Southend-on-Sea,utla,2021-02-03,828
E06000045,Southampton,utla,2021-02-03,1069
E06000054,Wiltshire,utla,2021-02-03,4192
E08000003,Manchester,utla,2021-02-03,1621
E08000030,Walsall,utla,2021-02-03,1076
E09000007,Camden,utla,2021-02-03,1002
E09000008,Croydon,utla,2021-02-03,1687
E09000013,Hammersmith and Fulham,utla,2021-02-03,401
E10000021,Northamptonshire,utla,2021-02-03,5699
S12000014,Falkirk,utla,2021-02-03,1137
S12000030,Stirling,utla,2021-02-03,328
S12000040,West Lothian,utla,2021-02-03,1983
S12000042,Dundee City,utla,2021-02-03,1033
E06000012,North East Lincolnshire,utla,2021-02-02,921
E06000033,Southend-on-Sea,utla,2021-02-02,972
E06000045,Southampton,utla,2021-02-02,1386
E06000054,Wiltshire,utla,2021-02-02,2289
E08000003,Manchester,utla,2021-02-02,1391
E08000030,Walsall,utla,2021-02-02,1747
E09000007,Camden,utla,2021-02-02,481
E09000008,Croydon,utla,2021-02-02,1423
E09000013,Hammersmith and Fulham,utla,2021-02-02,512
E10000021,Northamptonshire,utla,2021-02-02,2657
S12000014,Falkirk,utla,2021-02-02,1136
S12000030,Stirling,utla,2021-02-02,505
S12000040,West Lothian,utla,2021-02-02,934
S12000042,Dundee City,utla,2021-02-02,923
E06000012,North East Lincolnshire,utla,2021-02-01,128
E06000033,Southend-on-Sea,utla,2021-02-01,1032
E06000045,Southampton,utla,2021-02-01,650
E06000054,Wiltshire,utla,2021-02-01,2296
E08000003,Manchester,utla,2021-02-01,1695
E08000030,Walsall,utla,2021-02-01,431
E09000007,Camden,utla,2021-02-01,446
E09000008,Croydon,utla,2021-02-01,1535
E09000013,Hammersmith and Fulham,utla,2021-02-01,400
E10000021,Northamptonshire,utla,2021-02-01,2391
S12000014,Falkirk,utla,2021-02-01,1144
S12000030,Stirling,utla,2021-02-01,182
S12000040,West Lothian,utla,2021-02-01,897
S12000042,Dundee City,utla,2021-02-01,1086
E06000012,North East Lincolnshire,utla,2021-01-31,1355
E06000033,Southend-on-Sea,utla,2021-01-31,1045
E06000045,Southampton,utla,2021-01-31,1175
E06000054,Wiltshire,utla,2021-01-31,1917
E08000003,Manchester,utla,2021-01-31,1630
E08000030,Walsall,utla,2021-01-31,1454
E09000007,Camden,utla,2021-01-31,392
E09000008,Croydon,utla,2021-01-31,1147
E09000013,Hammersmith and Fulham,utla,2021-01-31,471
E10000021,Northamptonshire,utla,2021-01-31,1099
S12000014,Falkirk,utla,2021-01-31,544
S12000030,Stirling,utla,2021-01-31,63
S12000040,West Lothian,utla,2021-01-31,268
S12000042,Dundee City,utla,2021-01-31,69
E06000012,North East Lincolnshire,utla,2021-01-30,2067
E06000033,Southend-on-Sea,utla,2021-01-30,1080
E06000045,Southampton,utla,2021-01-30,2171
E06000054,Wiltshire,utla,2021-01-30,7821
E08000003,Manchester,utla,2021-01-30,2013
E08000030,Walsall,utla,2021-01-30,759
E09000007,Camden,utla,2021-01-30,570
E09000008,Croydon,utla,2021-01-30,1731
E09000013,Hammersmith and Fulham,utla,2021-01-30,585
E10000021,Northamptonshire,utla,2021-01-30,4176
S12000014,Falkirk,utla,2021-01-30,409
S12000030,Stirling,utla,2021-01-30,268
S12000040,West Lothian,utla,2021-01-30,630
S12000042,Dundee City,utla,2021-01-30,310
E06000012,North East Lincolnshire,utla,2021-01-29,1272
E06000033,Southend-on-Sea,utla,2021-01-29,1121
E06000045,Southampton,utla,2021-01-29,825
E06000054,Wiltshire,utla,2021-01-29,4151
E08000003,Manchester,utla,2021-01-29,2942
E08000030,Walsall,utla,2021-01-29,2104
E09000007,Camden,utla,2021-01-29,1255
E09000008,Croydon,utla,2021-01-29,2692
E09000013,Hammersmith and Fulham,utla,2021-01-29,982
E10000021,Northamptonshire,utla,2021-01-29,5889
S12000014,Falkirk,utla,2021-01-29,741
S12000030,Stirling,utla,2021-01-29,547
S12000040,West Lothian,utla,2021-01-29,565
S12000042,Dundee City,utla,2021-01-29,642
E06000012,North East Lincolnshire,utla,2021-01-28,974
E06000033,Southend-on-Sea,utla,2021-01-28,1183
E06000045,Southampton,utla,2021-01-28,770
E06000054,Wiltshire,utla,2021-01-28,2470
E08000003,Manchester,utla,2021-01-28,2643
E08000030,Walsall,utla,2021-01-28,1674
E09000007,Camden,utla,2021-01-28,1113
E09000008,Croydon,utla,2021-01-28,2281
E09000013,Hammersmith and Fulham,utla,2021-01-28,936
E10000021,Northamptonshire,utla,2021-01-28,2941
S12000014,Falkirk,utla,2021-01-28,488
S12000030,Stirling,utla,2021-01-28,264
S12000040,West Lothian,utla,2021-01-28,1007
S12000042,Dundee City,utla,2021-01-28,920
E06000012,North East Lincolnshire,utla,2021-01-27,1163
E06000033,Southend-on-Sea,utla,2021-01-27,1064
E06000045,Southampton,utla,2021-01-27,954
E06000054,Wiltshire,utla,2021-01-27,1327
E08000003,Manchester,utla,2021-01-27,2195
E08000030,Walsall,utla,2021-01-27,1363
E09000007,Camden,utla,2021-01-27,1012
E09000008,Croydon,utla,2021-01-27,1233
E09000013,Hammersmith and Fulham,utla,2021-01-27,519
E10000021,Northamptonshire,utla,2021-01-27,2235
S12000014,Falkirk,utla,2021-01-27,569
S12000030,Stirling,utla,2021-01-27,563
S12000040,West Lothian,utla,2021-01-27,1066
S12000042,Dundee City,utla,2021-01-27,892
E06000012,North East Lincolnshire,utla,2021-01-26,855
E06000033,Southend-on-Sea,utla,2021-01-26,1284
E06000045,Southampton,utla,2021-01-26,782
E06000054,Wiltshire,utla,2021-01-26,1956
E08000003,Manchester,utla,2021-01-26,2015
E08000030,Walsall,utla,2021-01-26,1631
E09000007,Camden,utla,2021-01-26,466
E09000008,Croydon,utla,2021-01-26,1201
E09000013,Hammersmith and Fulham,utla,2021-01-26,602
E10000021,Northamptonshire,utla,2021-01-26,2334
S12000014,Falkirk,utla,2021-01-26,1020
S12000030,Stirling,utla,2021-01-26,596
S12000040,West Lothian,utla,2021-01-26,671
S12000042,Dundee City,utla,2021-01-26,785
E06000012,North East Lincolnshire,utla,2021-01-25,833
E06000033,Southend-on-Sea,utla,2021-01-25,1154
E06000045,Southampton,utla,2021-01-25,686
E06000054,Wiltshire,utla,2021-01-25,852
E08000003,Manchester,utla,2021-01-25,1091
E08000030,Walsall,utla,2021-01-25,1061
E09000007,Camden,utla,2021-01-25,336
E09000008,Croydon,utla,2021-01-25,796
E09000013,Hammersmith and Fulham,utla,2021-01-25,393
E10000021,Northamptonshire,utla,2021-01-25,1977
S12000014,Falkirk,utla,2021-01-25,714
S12000030,Stirling,utla,2021-01-25,235
S12000040,West Lothian,utla,2021-01-25,783
S12000042,Dundee City,utla,2021-01-25,708
E06000012,North East Lincolnshire,utla,2021-01-24,32
E06000033,Southend-on-Sea,utla,2021-01-24,598
E06000045,Southampton,utla,2021-01-24,314
E06000054,Wiltshire,utla,2021-01-24,646
E08000003,Manchester,utla,2021-01-24,2835
E08000030,Walsall,utla,2021-01-24,409
E09000007,Camden,utla,2021-01-24,180
E09000008,Croydon,utla,2021-01-24,792
E09000013,Hammersmith and Fulham,utla,2021-01-24,837
E10000021,Northamptonshire,utla,2021-01-24,934
S12000014,Falkirk,utla,2021-01-24,333
S12000030,Stirling,utla,2021-01-24,329
S12000040,West Lothian,utla,2021-01-24,313
S12000042,Dundee City,utla,2021-01-24,153
E06000012,North East Lincolnshire,utla,2021-01-23,1345
E06000033,Southend-on-Sea,utla,2021-01-23,1746
E06000045,Southampton,utla,2021-01-23,845
E06000054,Wiltshire,utla,2021-01-23,6571
E08000003,Manchester,utla,2021-01-23,4093
E08000030,Walsall,utla,2021-01-23,1402
E09000007,Camden,utla,2021-01-23,599
E09000008,Croydon,utla,2021-01-23,1586
E09000013,Hammersmith and Fulham,utla,2021-01-23,1329
E10000021,Northamptonshire,utla,2021-01-23,4097
S12000014,Falkirk,utla,2021-01-23,375
S12000030,Stirling,utla,2021-01-23,488
S12000040,West Lothian,utla,2021-01-23,113
S12000042,Dundee City,utla,2021-01-23,389
E06000012,North East Lincolnshire,utla,2021-01-22,1198
E06000033,Southend-on-Sea,utla,2021-01-22,2312
E06000045,Southampton,utla,2021-01-22,1395
E06000054,Wiltshire,utla,2021-01-22,4217
E08000003,Manchester,utla,2021-01-22,3242
E08000030,Walsall,utla,2021-01-22,3031
E09000007,Camden,utla,2021-01-22,1218
E09000008,Croydon,utla,2021-01-22,2233
E09000013,Hammersmith and Fulham,utla,2021-01-22,1301
E10000021,Northamptonshire,utla,2021-01-22,5237
S12000014,Falkirk,utla,2021-01-22,480
S12000030,Stirling,utla,2021-01-22,998
S12000040,West Lothian,utla,2021-01-22,499
S12000042,Dundee City,utla,2021-01-22,984
E06000012,North East Lincolnshire,utla,2021-01-21,1482
E06000033,Southend-on-Sea,utla,2021-01-21,2124
E06000045,Southampton,utla,2021-01-21,1636
E06000054,Wiltshire,utla,2021-01-21,1918
E08000003,Manchester,utla,2021-01-21,3034
E08000030,Walsall,utla,2021-01-21,825
E09000007,Camden,utla,2021-01-21,1703
E09000008,Croydon,utla,2021-01-21,2260
E09000013,Hammersmith and Fulham,utla,2021-01-21,708
E10000021,Northamptonshire,utla,2021-01-21,4365
S12000014,Falkirk,utla,2021-01-21,553
S12000030,Stirling,utla,2021-01-21,572
S12000040,West Lothian,utla,2021-01-21,527
S12000042,Dundee City,utla,2021-01-21,853
E06000012,North East Lincolnshire,utla,2021-01-20,1304
E06000033,Southend-on-Sea,utla,2021-01-20,1476
E06000045,Southampton,utla,2021-01-20,514
E06000054,Wiltshire,utla,2021-01-20,4142
E08000003,Manchester,utla,2021-01-20,3440
E08000030,Walsall,utla,2021-01-20,569
E09000007,Camden,utla,2021-01-20,1666
E09000008,Croydon,utla,2021-01-20,1854
E09000013,Hammersmith and Fulham,utla,2021-01-20,1043
E10000021,Northamptonshire,utla,2021-01-20,2482
S12000014,Falkirk,utla,2021-01-20,885
S12000030,Stirling,utla,2021-01-20,830
S12000040,West Lothian,utla,2021-01-20,588
S12000042,Dundee City,utla,2021-01-20,848
E06000012,North East Lincolnshire,utla,2021-01-19,708
E06000033,Southend-on-Sea,utla,2021-01-19,1313
E06000045,Southampton,utla,2021-01-19,646
E06000054,Wiltshire,utla,2021-01-19,1666
E08000003,Manchester,utla,2021-01-19,2810
E08000030,Walsall,utla,2021-01-19,1638
E09000007,Camden,utla,2021-01-19,427
E09000008,Croydon,utla,2021-01-19,2123
E09000013,Hammersmith and Fulham,utla,2021-01-19,821
E10000021,Northamptonshire,utla,2021-01-19,1983
S12000014,Falkirk,utla,2021-01-19,794
S12000030,Stirling,utla,2021-01-19,466
S12000040,West Lothian,utla,2021-01-19,538
S12000042,Dundee City,utla,2021-01-19,687
E06000012,North East Lincolnshire,utla,2021-01-18,280
E06000033,Southend-on-Sea,utla,2021-01-18,1096
E06000045,Southampton,utla,2021-01-18,543
E06000054,Wiltshire,utla,2021-01-18,825
E08000003,Manchester,utla,2021-01-18,1340
E08000030,Walsall,utla,2021-01-18,559
E09000007,Camden,utla,2021-01-18,294
E09000008,Croydon,utla,2021-01-18,606
E09000013,Hammersmith and Fulham,utla,2021-01-18,551
E10000021,Northamptonshire,utla,2021-01-18,1088
S12000014,Falkirk,utla,2021-01-18,622
S12000030,Stirling,utla,2021-01-18,185
S12000040,West Lothian,utla,2021-01-18,370
S12000042,Dundee City,utla,2021-01-18,394
E06000012,North East Lincolnshire,utla,2021-01-17,73
E06000033,Southend-on-Sea,utla,2021-01-17,1087
E06000045,Southampton,utla,2021-01-17,844
E06000054,Wiltshire,utla,2021-01-17,1387
E08000003,Manchester,utla,2021-01-17,1632
E08000030,Walsall,utla,2021-01-17,439
E09000007,Camden,utla,2021-01-17,357
E09000008,Croydon,utla,2021-01-17,600
E09000013,Hammersmith and Fulham,utla,2021-01-17,372
E10000021,Northamptonshire,utla,2021-01-17,1069
S12000014,Falkirk,utla,2021-01-17,107
S12000030,Stirling,utla,2021-01-17,75
S12000040,West Lothian,utla,2021-01-17,12
S12000042,Dundee City,utla,2021-01-17,205
E06000012,North East Lincolnshire,utla,2021-01-16,559
E06000033,Southend-on-Sea,utla,2021-01-16,1719
E06000045,Southampton,utla,2021-01-16,1186
E06000054,Wiltshire,utla,2021-01-16,3144
E08000003,Manchester,utla,2021-01-16,2316
E08000030,Walsall,utla,2021-01-16,640
E09000007,Camden,utla,2021-01-16,637
E09000008,Croydon,utla,2021-01-16,1564
E09000013,Hammersmith and Fulham,utla,2021-01-16,678
E10000021,Northamptonshire,utla,2021-01-16,3215
S12000014,Falkirk,utla,2021-01-16,154
S12000030,Stirling,utla,2021-01-16,81
S12000040,West Lothian,utla,2021-01-16,113
S12000042,Dundee City,utla,2021-01-16,266
E06000012,North East Lincolnshire,utla,2021-01-15,685
E06000033,Southend-on-Sea,utla,2021-01-15,1402
E06000045,Southampton,utla,2021-01-15,1126
E06000054,Wiltshire,utla,2021-01-15,2938
E08000003,Manchester,utla,2021-01-15,2789
E08000030,Walsall,utla,2021-01-15,1452
E09000007,Camden,utla,2021-01-15,1988
E09000008,Croydon,utla,2021-01-15,2119
E09000013,Hammersmith and Fulham,utla,2021-01-15,796
E10000021,Northamptonshire,utla,2021-01-15,4174
S12000014,Falkirk,utla,2021-01-15,258
S12000030,Stirling,utla,2021-01-15,111
S12000040,West Lothian,utla,2021-01-15,403
S12000042,Dundee City,utla,2021-01-15,565
E06000012,North East Lincolnshire,utla,2021-01-14,376
E06000033,Southend-on-Sea,utla,2021-01-14,881
E06000045,Southampton,utla,2021-01-14,905
